SETH:	... Excuse me.	>ENV:	... ((DOG_BARKING_BEGINS))
>ENV:	... ((DOG_BARKING_BEGINS))	LARRY:	... Hey,
LARRY:	... (H) [2Yeah2].	SETH:	        [2uh=2],
SETH:	        [2uh=2],	LARRY:	.. I- that's a that's a good point.
LARRY:	.. I- that's a that's a good point.	I've .. I I'm not .. uh,
I've .. I I'm not .. uh,	... we were th- --
... we were th- --	SETH:	... The only thing i=s,
SETH:	... The only thing i=s,	.. I don't know how long,
.. I don't know how long,	is that gonna be like ... in the future,
is that gonna be like ... in the future,	like a year down the road?
like a year down the road?	LARRY:	... Yeah.
LARRY:	... Yeah.	.. [Probably].
.. [Probably].	SETH:	   [Cause it] would be nice to have heat in here (H) in the meantime.
SETH:	   [Cause it] would be nice to have heat in here (H) in the meantime.	... I mean say you do the furnace,
... I mean say you do the furnace,	... It would be nice to have it .. for this winter.
... It would be nice to have it .. for this winter.	LARRY:	Well let me work that out with my wife.
LARRY:	Well let me work that out with my wife.	... Put that as a --
... Put that as a --	SETH:	.. But one thing you can do,
SETH:	.. But one thing you can do,	even if you do a modification,
even if you do a modification,	you can move the register.
you can move the register.	... I mean say we put the register right ... h=ere,
... I mean say we put the register right ... h=ere,	.. and that's gonna b- --
.. and that's gonna b- --	%= that would obviously have to be moved,
%= that would obviously have to be moved,	... you know,
... you know,	it's not a [big deal] to move it from here to here.
it's not a [big deal] to move it from here to here.	LARRY:	           [Yeah].
LARRY:	           [Yeah].	SETH:	You might have to add a piece of duct work,
SETH:	You might have to add a piece of duct work,	(H) but it's not gonna be a major change,
(H) but it's not gonna be a major change,	LARRY:	Okay.
LARRY:	Okay.	... Okay.
... Okay.	SETH:	... And this one you may not have to move at all.
SETH:	... And this one you may not have to move at all.	That may be okay.
That may be okay.	LARRY:	... Alright.
LARRY:	... Alright.	SETH:	... But then that's probably how I'd do it,
SETH:	... But then that's probably how I'd do it,	some- .. something like that,
some- .. something like that,	or,
or,	if I had the registers .. going that way,
if I had the registers .. going that way,	... that might be the best way to do it.
... that might be the best way to do it.	... It'd be like for- fourteen by six,
... It'd be like for- fourteen by six,	LARRY:	... (SNIFF) (SNIFF) (SNIFF)
LARRY:	... (SNIFF) (SNIFF) (SNIFF)	SETH:	 I mean that would probably be an eight-inch duct,
SETH:	 I mean that would probably be an eight-inch duct,	that'd be an eight-inch,
that'd be an eight-inch,	that'd be a ten-inch,
that'd be a ten-inch,	... and then the furnace,
... and then the furnace,	I don't know,
I don't know,	it's somewhere over there (Hx) [in that area],
it's somewhere over there (Hx) [in that area],	LARRY:	                               [Furnace=] .. [2is=2] --
LARRY:	                               [Furnace=] .. [2is=2] --	SETH:	[2I'm not sure how many feet2],
SETH:	[2I'm not sure how many feet2],	LARRY:	Well the furnace sits down,
LARRY:	Well the furnace sits down,	.. over in this,
.. over in this,	... this corner over here.
... this corner over here.	... That's where the furnace is.
... That's where the furnace is.	SETH:	... One.
SETH:	... One.	... Two.
... Two.	LARRY:	.. Probab[ly] right ... in here.
LARRY:	.. Probab[ly] right ... in here.	SETH:	         [Three].
SETH:	         [Three].	LARRY:	... And now --
LARRY:	... And now --	That's probably what- --
That's probably what- --	that's one of the &
that's one of the &	SETH:	That's about [thirty] --
SETH:	That's about [thirty] --	LARRY:	& key]
LARRY:	& key]	my key [2concerns2],
my key [2concerns2],	SETH:	       [2about thirty-six2] feet across.
SETH:	       [2about thirty-six2] feet across.	LARRY:	is th- .. is the how noisy the furnace is.
LARRY:	is th- .. is the how noisy the furnace is.	... That's a real concern to me.
... That's a real concern to me.	... A=nd uh,
... A=nd uh,	I don't know what they've got these days,
I don't know what they've got these days,	.. if they're all --
.. if they're all --	.. %= I know there's pulse type furnaces,
.. %= I know there's pulse type furnaces,	which evidently are kinda lou=d or something,
which evidently are kinda lou=d or something,	SETH:	Oh yeah.
SETH:	Oh yeah.	... Yeah.
... Yeah.	Lennox pulse.
Lennox pulse.	@@
@@	LARRY:	oh [@really]?
LARRY:	oh [@really]?	SETH:	   [(H)] That's a loud one.
SETH:	   [(H)] That's a loud one.	LARRY:	Is it?
LARRY:	Is it?	SETH:	(H) [Yeah],
SETH:	(H) [Yeah],	LARRY:	    [<X Really X>].
LARRY:	    [<X Really X>].	SETH:	I've put a few of those in,
SETH:	I've put a few of those in,	[and they],
[and they],	LARRY:	[<X Have you X>].
LARRY:	[<X Have you X>].	SETH:	(H) .. I've had problems.
SETH:	(H) .. I've had problems.	I wouldn't go with the Lennox pulse.
I wouldn't go with the Lennox pulse.	LARRY:	Okay.
LARRY:	Okay.	SETH:	... If I go [with a=] uh,
SETH:	... If I go [with a=] uh,	LARRY:	            [Well],
LARRY:	            [Well],	SETH:	I'd probably go with the Carrier.
SETH:	I'd probably go with the Carrier.	... Carrier furnace.
... Carrier furnace.	(H) The return grill's plenty big enough.
(H) The return grill's plenty big enough.	LARRY:	.. yeah.
LARRY:	.. yeah.	It's a big [return,
It's a big [return,	SETH:	           [I mean I can't --
SETH:	           [I mean I can't --	you can't] have any kind of problem [2there2],
you can't] have any kind of problem [2there2],	LARRY:	and a] --
LARRY:	and a] --	[2and2] and the pipes are big enough,
[2and2] and the pipes are big enough,	so=,
so=,	and that's normally when you get --
and that's normally when you get --	.. you get .. a lot of noise .. in the house.
.. you get .. a lot of noise .. in the house.	(H) Is if your= --
(H) Is if your= --	... if your uh ... ducts are too small.
... if your uh ... ducts are too small.	Right?
Right?	SETH:	Right.
SETH:	Right.	.. (H) Yeah,
.. (H) Yeah,	y- the two main sources of noise,
y- the two main sources of noise,	.. are either,
.. are either,	... uh=,
... uh=,	... air noise,
... air noise,	.. which is due to undersized grills,
.. which is due to undersized grills,	LARRY:	Really?
LARRY:	Really?	SETH:	you got air rushing through there at high velocity.
SETH:	you got air rushing through there at high velocity.	(H) The other source of noise is th- .. is the fan motor itself.
(H) The other source of noise is th- .. is the fan motor itself.	(H)
(H)	LARRY:	In the- in the actual --
LARRY:	In the- in the actual --	SETH:	.. In the .. unit itself.
SETH:	.. In the .. unit itself.	LARRY:	Unhunh.
LARRY:	Unhunh.	SETH:	And that's usually solved by b-,
SETH:	And that's usually solved by b-,	just having flexible duct between the unit .. and the d- and the registers,
just having flexible duct between the unit .. and the d- and the registers,	so that it dampens out the noise.
so that it dampens out the noise.	(H) In other words if we had the furnace like right behind that wall=,
(H) In other words if we had the furnace like right behind that wall=,	(H) it would be noisy.
(H) it would be noisy.	LARRY:	.. Yeah.
LARRY:	.. Yeah.	SETH:	But we're going d- --
SETH:	But we're going d- --	I'm not sure how it .. connects,
I'm not sure how it .. connects,	... did we see that down there?
... did we see that down there?	... I'll have to go down and take a look at that again [but,
... I'll have to go down and take a look at that again [but,	LARRY:	                                                       [Okay].
LARRY:	                                                       [Okay].	SETH:	(H)] I imagine it goes dow=n,
SETH:	(H)] I imagine it goes dow=n,	.. (H) and then we can run some kind of a flexible duct to the unit.
.. (H) and then we can run some kind of a flexible duct to the unit.	As long as I can get say ten feet or so between that and the unit,
As long as I can get say ten feet or so between that and the unit,	.. (H) [then I] --
.. (H) [then I] --	LARRY:	       [You can].
LARRY:	       [You can].	SETH:	.. then I can= uh ... eliminate th- .. the noise problem.
SETH:	.. then I can= uh ... eliminate th- .. the noise problem.	LARRY:	.. Alright.
LARRY:	.. Alright.	SETH:	... So it's basically thirty by thirty,
SETH:	... So it's basically thirty by thirty,	... return air.
... return air.	... Thirty by thirty return air.
... Thirty by thirty return air.	LARRY:	... And this is a uh=,
LARRY:	... And this is a uh=,	this is the only return,
this is the only return,	and I'd= --
and I'd= --	I would [say not -- 
I would [say not -- 	SETH:	        [Oh this is return also]?
SETH:	        [Oh this is return also]?	LARRY:	.. not placed],
LARRY:	.. not placed],	.. not placed very well,
.. not placed very well,	in the room.
in the room.	SETH:	... [This is] --
SETH:	... [This is] --	LARRY:	    [So],
LARRY:	    [So],	SETH:	this is supply though.
SETH:	this is supply though.	Right?
Right?	LARRY:	... this is the supply.
LARRY:	... this is the supply.	Right.
Right.	SETH:	Okay.
SETH:	Okay.	... (H) Yeah.
... (H) Yeah.	LARRY:	.. See,
LARRY:	.. See,	and I'd (Hx) --
and I'd (Hx) --	.. Where would you suggest .. they would go.
.. Where would you suggest .. they would go.	If uh,
If uh,	.. if we put uh,
.. if we put uh,	SETH:	... Boy.
SETH:	... Boy.	.. I would say g-,
.. I would say g-,	I'd probably go with two.
I'd probably go with two.	... I'd put one on each side,
... I'd put one on each side,	I'd probably put one like right underneath that window there,
I'd probably put one like right underneath that window there,	... and maybe underneath that window.
... and maybe underneath that window.	... Be nice to put it behind the couch,
... Be nice to put it behind the couch,	but then you've --
but then you've --	it would be blocked off too much.
it would be blocked off too much.	LARRY:	... And you thi- --
LARRY:	... And you thi- --	you so you .. you p- you try and put em= under windows,
you so you .. you p- you try and put em= under windows,	where .. that's where [your] --
where .. that's where [your] --	SETH:	                      [(Hx)] .. Yeah.
SETH:	                      [(Hx)] .. Yeah.	I try to [put em] on= .. the cold- --
I try to [put em] on= .. the cold- --	LARRY:	         [X] --
LARRY:	         [X] --	SETH:	basically the coldest part of the room (Hx).
SETH:	basically the coldest part of the room (Hx).	LARRY:	Okay.
LARRY:	Okay.	SETH:	... (TSK) Because uh,
SETH:	... (TSK) Because uh,	... it just helps,
... it just helps,	%y= .. because otherwise,
%y= .. because otherwise,	%you know,
%you know,	with a grill right here,
with a grill right here,	(H) .. you end up having cold spots on the sides.
(H) .. you end up having cold spots on the sides.	LARRY:	Mhm.
LARRY:	Mhm.	SETH:	Cause what happens is,
SETH:	Cause what happens is,	the air goes b=ack to the return grill,
the air goes b=ack to the return grill,	(H) [so it never really,
(H) [so it never really,	LARRY:	    [<X It wouldn't get X> out circulating through] --
LARRY:	    [<X It wouldn't get X> out circulating through] --	SETH:	it never really blows] out .. to the corners.
SETH:	it never really blows] out .. to the corners.	LARRY:	[2Right].
LARRY:	[2Right].	SETH:	[2So that's why I2] try to put it .. as far away (H) on the perimeter,
SETH:	[2So that's why I2] try to put it .. as far away (H) on the perimeter,	and have it pull across the room.
and have it pull across the room.	LARRY:	... Okay.
LARRY:	... Okay.	well this is the on[ly --
well this is the on[ly --	SETH:	                   [So I don't know if you'd wanna] --
SETH:	                   [So I don't know if you'd wanna] --	LARRY:	.. % the only the only] other addition room,
LARRY:	.. % the only the only] other addition room,	where we thought maybe registers would be important.
where we thought maybe registers would be important.	... And I'd,
... And I'd,	.. I don't know if,
.. I don't know if,	... uh=,
... uh=,	... floor registers?
... floor registers?	Are there --
Are there --	are- th- i- i- i- is- d- does it --
are- th- i- i- i- is- d- does it --	.. that's not a good idea these days?
.. that's not a good idea these days?	SETH:	... No,
SETH:	... No,	I would go with floor registers in this house,
I would go with floor registers in this house,	cause you got high ceilings.
cause you got high ceilings.	LARRY:	.. % [XX]
LARRY:	.. % [XX]	SETH:	     [Well in fact],
SETH:	     [Well in fact],	you wouldn't be able to (H) put any kind of ceiling register in.
you wouldn't be able to (H) put any kind of ceiling register in.	... Cause you get the second floor.
... Cause you get the second floor.	LARRY:	Right.
LARRY:	Right.	SETH:	... So,
SETH:	... So,	no.
no.	Floor registers are fine,
Floor registers are fine,	for heating.
for heating.	LARRY:	... But th- --
LARRY:	... But th- --	you're talking about wa=ll regis- --
you're talking about wa=ll regis- --	.. putting em in the wall here.
.. putting em in the wall here.	SETH:	... No,
SETH:	... No,	I was- I was thinking about putting em in the floor.
I was- I was thinking about putting em in the floor.	LARRY:	Oh in the floor?
LARRY:	Oh in the floor?	SETH:	.. Yeah to- --
SETH:	.. Yeah to- --	... to go in the wa=ll,
... to go in the wa=ll,	would be .. pretty tough.
would be .. pretty tough.	LARRY:	Okay.
LARRY:	Okay.	... Alright.
... Alright.	SETH:	I don't know if you wanna cut the floor though.
SETH:	I don't know if you wanna cut the floor though.	LARRY:	... Yeah.
LARRY:	... Yeah.	.. Well I hate to do it right there.
.. Well I hate to do it right there.	May- maybe we'd do it right in here.
May- maybe we'd do it right in here.	SETH:	... Yeah.
SETH:	... Yeah.	... But to get in the wall [would be] almost --
... But to get in the wall [would be] almost --	LARRY:	                           [X]
LARRY:	                           [X]	SETH:	... I mean you can do that during new construction,
SETH:	... I mean you can do that during new construction,	but it's tough .. when you're coming back after the fact,
but it's tough .. when you're coming back after the fact,	cause <X you= just X> got,
cause <X you= just X> got,	(H)
(H)	LARRY:	Sure.
LARRY:	Sure.	SETH:	your- your two-by-four framing,
SETH:	your- your two-by-four framing,	... and it's just too tough to get in there.
... and it's just too tough to get in there.	LARRY:	... Okay.
LARRY:	... Okay.	... Alright.
... Alright.	So we'd put a couple in this room somewhere?
So we'd put a couple in this room somewhere?	... [And then uh],
... [And then uh],	SETH:	    [So this is like] a= family room?
SETH:	    [So this is like] a= family room?	Is that what this is?
Is that what this is?	LARRY:	.. Uh=,
LARRY:	.. Uh=,	it's kinda like a lo- --
it's kinda like a lo- --	kinda a little ... parlor,
kinda a little ... parlor,	library,
library,	something,
something,	... resembles --
... resembles --	SETH:	... Alright.
SETH:	... Alright.	LARRY:	... XXX,
LARRY:	... XXX,	... XXXX.
... XXXX.	... This is a register,
... This is a register,	so that's okay.
so that's okay.	... Cause it's .. under there,
... Cause it's .. under there,	SETH:	.. Okay.
SETH:	.. Okay.	LARRY:	.. the bathroom has a register,
LARRY:	.. the bathroom has a register,	... (H) now that was it.
... (H) now that was it.	.. [XXX]
.. [XXX]	SETH:	   [How about] the uh thermostat.
SETH:	   [How about] the uh thermostat.	LARRY:	... This guy?
LARRY:	... This guy?	SETH:	... Okay.
SETH:	... Okay.	.. I would definitely go with a new thermostat.
.. I would definitely go with a new thermostat.	LARRY:	... Yeah.
LARRY:	... Yeah.	... Kind of a [.. X antique,
... Kind of a [.. X antique,	SETH:	              [But that's probably a good --
SETH:	              [But that's probably a good --	.. that's probably] a good spot.
.. that's probably] a good spot.	LARRY:	isn't it].
LARRY:	isn't it].	SETH:	Yeah,
SETH:	Yeah,	that should be in a museum.
that should be in a museum.	LARRY:	... @@@@@
LARRY:	... @@@@@	... Uh,
... Uh,	.. I don't know.
.. I don't know.	.. I- i- are we doing the right --
.. I- i- are we doing the right --	If I'm supposed to kinda walk you around the house here?
If I'm supposed to kinda walk you around the house here?	Is that what uh --
Is that what uh --	SETH:	... Yeah.
SETH:	... Yeah.	Do you think,
Do you think,	>ENV:	((RADIO_BECOMES_INAUDIBLE))
>ENV:	((RADIO_BECOMES_INAUDIBLE))	SETH:	.. well,
SETH:	.. well,	.. I guess you [haven't really] --
.. I guess you [haven't really] --	LARRY:	[I don't know] if there's anything you need to do up here.
LARRY:	[I don't know] if there's anything you need to do up here.	Other than the fact <X just X> kinda know that we've got em.
Other than the fact <X just X> kinda know that we've got em.	SETH:	.. Yeah,
SETH:	.. Yeah,	you haven't .. r- really lived in the house .. during the winter.
you haven't .. r- really lived in the house .. during the winter.	Have you?
Have you?	LARRY:	No.
LARRY:	No.	.. @@
.. @@	[(H) And that's what we th- --
[(H) And that's what we th- --	SETH:	[So you don't really know=,
SETH:	[So you don't really know=,	if there's a] --
if there's a] --	LARRY:	See and that's what] we thought we would do,
LARRY:	See and that's what] we thought we would do,	uh (Hx),
uh (Hx),	SETH:	So you're not really sure if there's any problems,
SETH:	So you're not really sure if there's any problems,	... with heating certain areas,
... with heating certain areas,	LARRY:	.. That's right.
LARRY:	.. That's right.	... [so <X I sa- X>] --
... [so <X I sa- X>] --	SETH:	    [So we don't know] if there's any particular areas,
SETH:	    [So we don't know] if there's any particular areas,	like that b-  --
like that b-  --	I bet you that parlor room has had a hard time,
I bet you that parlor room has had a hard time,	... in the past.
... in the past.	LARRY:	@ [<@ Do you think it's pretty] cool in there @>?
LARRY:	@ [<@ Do you think it's pretty] cool in there @>?	SETH:	  [Just .. that one grill].
SETH:	  [Just .. that one grill].	LARRY:	(H) And then this guy has a ... register,
LARRY:	(H) And then this guy has a ... register,	so,
so,	SETH:	Oh they got AC up here too.
SETH:	Oh they got AC up here too.	LARRY:	... yeah.
LARRY:	... yeah.	.. I n- I think that's gonna go.
.. I n- I think that's gonna go.	SETH:	... Well uh,
SETH:	... Well uh,	.. [especially if] you get the forced air [2(H)2] heating and cooling,
.. [especially if] you get the forced air [2(H)2] heating and cooling,	LARRY:	   [Well],
LARRY:	   [Well],	[2Yes2].
[2Yes2].	SETH:	you won't need that.
SETH:	you won't need that.	LARRY:	.. One little guy there.
LARRY:	.. One little guy there.	SETH:	.. Yeah see these aren't ... strategically placed either,
SETH:	.. Yeah see these aren't ... strategically placed either,	but you've .. pretty much got no choice.
but you've .. pretty much got no choice.	.. (H) ... On most of these,
.. (H) ... On most of these,	these --
these --	it's almost impossible to ... to change these now,
it's almost impossible to ... to change these now,	... but really on the second floor,
... but really on the second floor,	LARRY:	... This one's [not too bad].
LARRY:	... This one's [not too bad].	SETH:	               [(H)] the heat .. the heat's gonna rise,
SETH:	               [(H)] the heat .. the heat's gonna rise,	.. from the first floor anyway.
.. from the first floor anyway.	LARRY:	Yeah up to- --
LARRY:	Yeah up to- --	You [know.
You [know.	SETH:	    [So= I] -- 
SETH:	    [So= I] -- 	LARRY:	And it'll] hold it in here real [2well2].
LARRY:	And it'll] hold it in here real [2well2].	SETH:	                                [2Yeah2].
SETH:	                                [2Yeah2].	.. Typically,
.. Typically,	and- if anything you have 0verheating problems.
and- if anything you have 0verheating problems.	LARRY:	.. Mm.
LARRY:	.. Mm.	[Yeah.
[Yeah.	SETH:	[On the second floor].
SETH:	[On the second floor].	LARRY:	(H) Well] see that's what we wanted to do,
LARRY:	(H) Well] see that's what we wanted to do,	is have some kind of a system,
is have some kind of a system,	that we know we can shut off.
that we know we can shut off.	... Certain .. certain areas.
... Certain .. certain areas.	Like if w- --
Like if w- --	SETH:	.. One of the things we could do,
SETH:	.. One of the things we could do,	I don't think they have any dampers here.
I don't think they have any dampers here.	Do they?
Do they?	.. (H) ... Oh they do.
.. (H) ... Oh they do.	LARRY:	... (H) Yeah.
LARRY:	... (H) Yeah.	SETH:	... [So you can close off] --
SETH:	... [So you can close off] --	LARRY:	    [Oh okay.
LARRY:	    [Oh okay.	.. <X So that's] how it's X> --
.. <X So that's] how it's X> --	SETH:	... Yeah you can close off [2.. individual d-2] --
SETH:	... Yeah you can close off [2.. individual d-2] --	LARRY:	                           [2Close these off2],
LARRY:	                           [2Close these off2],	SETH:	... [3(H)3]
SETH:	... [3(H)3]	LARRY:	    [3and then the-3] --
LARRY:	    [3and then the-3] --	.. then it'll force the air what.
.. then it'll force the air what.	.. Down into --
.. Down into --	SETH:	... (H) Downstairs.
SETH:	... (H) Downstairs.	[Now,
[Now,	LARRY:	[X]
LARRY:	[X]	SETH:	the] one thing you don't wanna do though,
SETH:	the] one thing you don't wanna do though,	is close off= .. too many of em.
is close off= .. too many of em.	LARRY:	... [Cause then you put a strain on the]= --
LARRY:	... [Cause then you put a strain on the]= --	SETH:	    [Cause .. cause then you're uh=] --
SETH:	    [Cause .. cause then you're uh=] --	.. yeah,
.. yeah,	you've gotta have a certain amount of air,
you've gotta have a certain amount of air,	(H) for the furnace to work properly.
(H) for the furnace to work properly.	... And if you reduce the airflow too much,
... And if you reduce the airflow too much,	.. (H) then it won't have enough air going across .. the heat exchanger,
.. (H) then it won't have enough air going across .. the heat exchanger,	and it'll --
and it'll --	.. it'll overheat the heat exchanger.
.. it'll overheat the heat exchanger.	LARRY:	Oh.
LARRY:	Oh.	.. Really?
.. Really?	.. Okay.
.. Okay.	SETH:	... So I would say,
SETH:	... So I would say,	>ENV:	((RADIO_BECOMES_AUDIBLE))
>ENV:	((RADIO_BECOMES_AUDIBLE))	SETH:	you don't want to close more than uh,
SETH:	you don't want to close more than uh,	... more than about twenty-five percent of em.
... more than about twenty-five percent of em.	... Or you can close em,
... Or you can close em,	%y= you know,
%y= you know,	if you close em uh %a=- a hundred percent.
if you close em uh %a=- a hundred percent.	If you close em all the way,
If you close em all the way,	... you probably don't want to shut more than (hx) twenty-five percent of em.
... you probably don't want to shut more than (hx) twenty-five percent of em.	All the way.
All the way.	LARRY:	... (Hx)=
LARRY:	... (Hx)=	SETH:	... Which would b- --
SETH:	... Which would b- --	.. I'm not sure,
.. I'm not sure,	(H) maybe all upstairs,
(H) maybe all upstairs,	... (H) you might wanna leave em cracked open just a little bit [though.
... (H) you might wanna leave em cracked open just a little bit [though.	LARRY:	[Unhunh]?
LARRY:	[Unhunh]?	SETH:	Just] to make sure you get enough air,
SETH:	Just] to make sure you get enough air,	LARRY:	Yeah.
LARRY:	Yeah.	SETH:	... (H) But,
SETH:	... (H) But,	okay,
okay,	so we'd be looking at adding two,
so we'd be looking at adding two,	... two registers for that .. parlor room?
... two registers for that .. parlor room?	LARRY:	... Adding two to that [parlor room],
LARRY:	... Adding two to that [parlor room],	SETH:	                       [And then what about that one].
SETH:	                       [And then what about that one].	Do you wanna hold off on that?
Do you wanna hold off on that?	LARRY:	Well,
LARRY:	Well,	maybe we should jus=t --
maybe we should jus=t --	SETH:	... Or would you wanna do at least one of em?
SETH:	... Or would you wanna do at least one of em?	LARRY:	... (TSK) %= I think we should do something,
LARRY:	... (TSK) %= I think we should do something,	yeah.
yeah.	Only because --
Only because --	SETH:	.. Because if that [.. remodel's a year away then],
SETH:	.. Because if that [.. remodel's a year away then],	LARRY:	                   [I I th- --
LARRY:	                   [I I th- --	<X I guess I th- X> --
<X I guess I th- X> --	I think] this thing is gonna be a cold little --
I think] this thing is gonna be a cold little --	SETH:	.. oh,
SETH:	.. oh,	I can def[initely @see that @@].
I can def[initely @see that @@].	LARRY:	         [I.. I I can tell you] that,
LARRY:	         [I.. I I can tell you] that,	because the windows,
because the windows,	SETH:	.. See you only <X like X> -- 
SETH:	.. See you only <X like X> -- 	.. the only heat you have in this room,
.. the only heat you have in this room,	is that .. one register over there.
is that .. one register over there.	LARRY:	.. the windows in this thing are <<THUMP ++ just a+bout +ready +to ++fall out.
LARRY:	.. the windows in this thing are <<THUMP ++ just a+bout +ready +to ++fall out.	+ I +mean +they're THUMP>> --
+ I +mean +they're THUMP>> --	.. they're not --
.. they're not --	.. Look at this.
.. Look at this.	... So I know there's gonna be a lot of uh --
... So I know there's gonna be a lot of uh --	SETH:	... A lotta infiltration.
SETH:	... A lotta infiltration.	LARRY:	Yeah.
LARRY:	Yeah.	Until we get this corrected.
Until we get this corrected.	SETH:	... See hopefully you'll go with double-pane glass on your remodel.
SETH:	... See hopefully you'll go with double-pane glass on your remodel.	LARRY:	... X[XX]	
LARRY:	... X[XX]		SETH:	     [That'll help] cut down a lot.
SETH:	     [That'll help] cut down a lot.	LARRY:	Yeah.
LARRY:	Yeah.	SETH:	On your &
SETH:	On your &	LARRY:	        [Yeah].
LARRY:	        [Yeah].	SETH:	& heat loss.
SETH:	& heat loss.	LARRY:	... So,
LARRY:	... So,	.. I mean,
.. I mean,	.. %= in some ways,
.. %= in some ways,	having windows,
having windows,	.. is it a bad idea?
.. is it a bad idea?	Because you get a lot of natural .. heat from the the s- from sun.
Because you get a lot of natural .. heat from the the s- from sun.	SETH:	.. [That's right].
SETH:	.. [That's right].	LARRY:	   [<X You knowX>].
LARRY:	   [<X You knowX>].	SETH:	.. Okay this is like it would [2get2] --
SETH:	.. Okay this is like it would [2get2] --	LARRY:	                              [2So2],
LARRY:	                              [2So2],	SETH:	This is like east facing.
SETH:	This is like east facing.	Right?
Right?	(H)
(H)	LARRY:	Yeah.
LARRY:	Yeah.	The [s- in in] --
The [s- in in] --	SETH:	    [So you get some morning] sun.
SETH:	    [So you get some morning] sun.	LARRY:	You get the morning,
LARRY:	You get the morning,	in the winter,
in the winter,	it's gonna come right across like [this].
it's gonna come right across like [this].	SETH:	                                  [Yeah].
SETH:	                                  [Yeah].	LARRY:	So,
LARRY:	So,	[XX]
[XX]	SETH:	[So that's gonna be] good.
SETH:	[So that's gonna be] good.	LARRY:	So that'll be good.
LARRY:	So that'll be good.	So maybe one register in here for the moment,
So maybe one register in here for the moment,	.. until we kinda feel it out [would be= uh],
.. until we kinda feel it out [would be= uh],	SETH:	                              [(SNIFF) .. Sure].
SETH:	                              [(SNIFF) .. Sure].	.. I mean this one it looks like,
.. I mean this one it looks like,	.. if we put a register over here,
.. if we put a register over here,	(H) .. you wouldn't have to change it anyway.
(H) .. you wouldn't have to change it anyway.	LARRY:	... Yeah.
LARRY:	... Yeah.	.. No that .. [that] --
.. No that .. [that] --	SETH:	              [With your] remodel,
SETH:	              [With your] remodel,	that might .. work into it.
that might .. work into it.	LARRY:	.. Yeah.
LARRY:	.. Yeah.	SETH:	.. And like I say,
SETH:	.. And like I say,	even i- --
even i- --	even if you do have to move it,
even if you do have to move it,	.. (H) it's not X a big deal.
.. (H) it's not X a big deal.	... I mean [somebody] ... just moves it,
... I mean [somebody] ... just moves it,	LARRY:	           [Okay].
LARRY:	           [Okay].	SETH:	.. you know,
SETH:	.. you know,	a carpenter can do it even.
a carpenter can do it even.	You don't even need to have us come out and do it really.
You don't even need to have us come out and do it really.	... You might have to add a- --
... You might have to add a- --	.. buy a piece of flexible duct and stick it on there,
.. buy a piece of flexible duct and stick it on there,	but [it's not a] --
but [it's not a] --	LARRY:	    [Yeah].
LARRY:	    [Yeah].	SETH:	... not a big deal.
SETH:	... not a big deal.	LARRY:	.. Okay.
LARRY:	.. Okay.	... Alright.
... Alright.	SETH:	... Okay?
SETH:	... Okay?	LARRY:	Well that sounds good.
LARRY:	Well that sounds good.	SETH:	Well let me check .. downstairs again,
SETH:	Well let me check .. downstairs again,	I gotta take some measurements on that [room].
I gotta take some measurements on that [room].	LARRY:	                                       [O]kay.
LARRY:	                                       [O]kay.	.. Well now you get --
.. Well now you get --	you've got the logistics of every- --
you've got the logistics of every- --	Oh= wait.
Oh= wait.	.. [<X And then I think X>] my wife,
.. [<X And then I think X>] my wife,	SETH:	   [Now  you --
SETH:	   [Now  you --	.. now you say about] --
.. now you say about] --	LARRY:	.. my wife said she would like .. to have a register put in this room.
LARRY:	.. my wife said she would like .. to have a register put in this room.	... And I think it's kinda weird,
... And I think it's kinda weird,	but,
but,	... (Hx) what do you think.
... (Hx) what do you think.	... Why would [she] --
... Why would [she] --	SETH:	              [What is] this --
SETH:	              [What is] this --	[2what is this room used for2].
[2what is this room used for2].	LARRY:	[2(TSK) (H) Well,
LARRY:	[2(TSK) (H) Well,	even2]tually this is gonna be,
even2]tually this is gonna be,	(H) ... uh= (Hx),
(H) ... uh= (Hx),	... (TSK) ... and we're gonna open this up.
... (TSK) ... and we're gonna open this up.	We're gonna take out some of these shelves,
We're gonna take out some of these shelves,	and get some light to come through here.
and get some light to come through here.	SETH:	... This is [sort of] like a pantry?
SETH:	... This is [sort of] like a pantry?	LARRY:	            [But],
LARRY:	            [But],	kinda pantry area.
kinda pantry area.	.. But it's gonna be (H) an extension of the kitchen.
.. But it's gonna be (H) an extension of the kitchen.	... Kind of.
... Kind of.	So,
So,	... (H) I don't know if % --
... (H) I don't know if % --	SETH:	I'd --
SETH:	I'd --	.. Yeah,
.. Yeah,	I'd put --
I'd put --	I'd probably put one like right there.
I'd probably put one like right there.	... [About right] there.
... [About right] there.	LARRY:	     [(SNIFF)]
LARRY:	     [(SNIFF)]	SETH:	You gonna be putting [2anything2] there?
SETH:	You gonna be putting [2anything2] there?	LARRY:	                     [2<X<WH I think WH>X>2] --
LARRY:	                     [2<X<WH I think WH>X>2] --	SETH:	... Probably something's gonna go there.
SETH:	... Probably something's gonna go there.	Right?
Right?	@A table or something?
@A table or something?	LARRY:	... (H) I don't know.
LARRY:	... (H) I don't know.	... I,
... I,	[Yeah].
[Yeah].	SETH:	[Cause that's] about the only spot .. you can put it.
SETH:	[Cause that's] about the only spot .. you can put it.	Well,
Well,	I mean y- we could put a- --
